locid,deployid,speno,projectid,species,deploydate,tagtype,age,sex,datadatetime,datahour,quality,latitude,longitude,error_radius,error_semi_major_axis,error_semi_minor_axis,error_ellipse_orientation
73982,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T00:55:59Z,2005-09-29 00,1,66.08799744,-163.48100281,NA,NA,NA,NA
73983,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T00:58:04Z,2005-09-29 00,2,66.08499908,-163.48599243,500,NA,NA,NA
73984,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T00:58:25Z,2005-09-29 00,2,66.08499908,-163.48599243,NA,NA,NA,NA
73985,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T01:00:29Z,2005-09-29 01,2,66.08699799,-163.50500488,NA,NA,NA,NA
73986,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T01:43:09Z,2005-09-29 01,2,66.08100128,-163.46299744,NA,NA,NA,NA
73987,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T01:48:04Z,2005-09-29 01,1,66.08899689,-163.46400452,NA,NA,NA,NA
73988,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T02:15:28Z,2005-09-29 02,1,66.08399963,-163.48399353,NA,NA,NA,NA
73989,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T02:15:28Z,2005-09-29 02,1,66.08300018,-163.48399353,1500,NA,NA,NA
73990,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T02:32:57Z,2005-09-29 02,3,66.08499908,-163.48500061,NA,NA,NA,NA
73991,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T02:36:27Z,2005-09-29 02,B,66.1289978,-163.47399902,NA,NA,NA,NA
73992,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T02:37:09Z,2005-09-29 02,A,66.07700348,-163.48899841,NA,NA,NA,NA
73993,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T02:38:56Z,2005-09-29 02,B,66.08399963,-163.47599792,NA,NA,NA,NA
73994,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T03:23:09Z,2005-09-29 03,3,66.08599854,-163.47799683,NA,NA,NA,NA
73995,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T03:31:08Z,2005-09-29 03,3,66.08499908,-163.47799683,NA,NA,NA,NA
73996,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T03:57:14Z,2005-09-29 03,B,66.08100128,-163.46200562,NA,NA,NA,NA
73997,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T03:57:14Z,2005-09-29 03,B,66.11399841,-163.47200012,NA,NA,NA,NA
73998,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T04:13:10Z,2005-09-29 04,3,66.08699799,-163.47399902,NA,NA,NA,NA
73999,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T04:16:48Z,2005-09-29 04,1,66.08599854,-163.47599792,NA,NA,NA,NA
74000,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T04:58:35Z,2005-09-29 04,B,66.04499817,-163.59100342,NA,NA,NA,NA
74001,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T06:39:21Z,2005-09-29 06,0,66.10199738,-163.39500427,NA,NA,NA,NA
74002,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T07:33:16Z,2005-09-29 07,2,66.08699799,-163.477005,NA,NA,NA,NA
74003,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T00:31:34Z,2005-09-30 00,B,66.07700348,-163.45199585,NA,NA,NA,NA
74004,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T00:36:29Z,2005-09-30 00,B,66.09100342,-163.45300293,NA,NA,NA,NA
74005,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T01:26:12Z,2005-09-30 01,3,66.08599854,-163.47399902,NA,NA,NA,NA
74006,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T01:32:00Z,2005-09-30 01,A,66.08200073,-163.48699951,NA,NA,NA,NA
74007,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T02:03:54Z,2005-09-30 02,3,66.08399963,-163.47599792,NA,NA,NA,NA
74008,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T02:10:25Z,2005-09-30 02,3,66.08599854,-163.4730072,NA,NA,NA,NA
74009,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T02:16:57Z,2005-09-30 02,A,66.08699799,-163.47200012,NA,NA,NA,NA
74010,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T02:31:27Z,2005-09-30 02,A,66.0739975,-163.4960022,NA,NA,NA,NA
74011,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T03:04:48Z,2005-09-30 03,3,66.08499908,-163.477005,NA,NA,NA,NA
74012,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T03:05:31Z,2005-09-30 03,3,66.08599854,-163.47799683,250,NA,NA,NA
74013,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T03:09:52Z,2005-09-30 03,2,66.08699799,-163.477005,NA,NA,NA,NA
74014,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T03:49:01Z,2005-09-30 03,3,66.08599854,-163.47399902,NA,NA,NA,NA
74015,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T03:49:01Z,2005-09-30 03,3,66.08699799,-163.47399902,250,NA,NA,NA
74016,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T03:54:49Z,2005-09-30 03,B,66.08300018,-163.45899963,NA,NA,NA,NA
74017,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T04:48:28Z,2005-09-30 04,1,66.08699799,-163.4730072,NA,NA,NA,NA
74018,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T04:49:55Z,2005-09-30 04,3,66.08599854,-163.48100281,NA,NA,NA,NA
74019,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T05:29:48Z,2005-09-30 05,3,66.08599854,-163.477005,NA,NA,NA,NA
74020,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T05:31:15Z,2005-09-30 05,3,66.08699799,-163.47900391,250,NA,NA,NA
74021,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T05:34:09Z,2005-09-30 05,3,66.08599854,-163.4750061,NA,NA,NA,NA
74022,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T06:27:48Z,2005-09-30 06,B,66.08200073,-163.48100281,NA,NA,NA,NA
74023,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T06:29:58Z,2005-09-30 06,1,66.08699799,-163.477005,NA,NA,NA,NA
74024,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T07:12:00Z,2005-09-30 07,1,66.08300018,-163.49099731,NA,NA,NA,NA
74025,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T07:13:10Z,2005-09-30 07,A,66.06500244,-163.47799683,NA,NA,NA,NA
74026,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T07:13:31Z,2005-09-30 07,0,66.08599854,-163.45300293,NA,NA,NA,NA
74027,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T08:10:37Z,2005-09-30 08,2,66.08699799,-163.57800293,NA,NA,NA,NA
74028,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T08:52:44Z,2005-09-30 08,3,66.06900024,-163.63699341,NA,NA,NA,NA
74029,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-30T08:53:26Z,2005-09-30 08,3,66.06900024,-163.63699341,250,NA,NA,NA
74030,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T00:07:54Z,2005-10-01 00,3,66.63200378,-163.93699646,NA,NA,NA,NA
74031,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T00:12:01Z,2005-10-01 00,2,66.63500214,-163.95700073,NA,NA,NA,NA
74032,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T00:12:22Z,2005-10-01 00,0,66.625,-164.00100708,NA,NA,NA,NA
74033,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T00:38:13Z,2005-10-01 00,3,66.63899994,-163.99099731,NA,NA,NA,NA
74034,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T00:59:31Z,2005-10-01 00,1,66.64600372,-164.02999878,NA,NA,NA,NA
74035,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T01:00:33Z,2005-10-01 01,1,66.64299774,-164.022995,1500,NA,NA,NA
74036,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T01:17:12Z,2005-10-01 01,3,66.64600372,-164.05900574,NA,NA,NA,NA
74037,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T01:45:46Z,2005-10-01 01,2,66.64800262,-164.10899353,NA,NA,NA,NA
74038,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T01:51:17Z,2005-10-01 01,A,66.65299988,-164.1000061,NA,NA,NA,NA
74039,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T01:53:41Z,2005-10-01 01,1,66.65299988,-164.1289978,NA,NA,NA,NA
74040,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T01:53:41Z,2005-10-01 01,3,66.65399933,-164.10099792,250,NA,NA,NA
74041,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T02:18:58Z,2005-10-01 02,1,66.65200043,-164.19099426,NA,NA,NA,NA
74042,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T02:43:37Z,2005-10-01 02,A,66.64199829,-164.24899292,NA,NA,NA,NA
74043,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T02:56:33Z,2005-10-01 02,3,66.63800049,-164.24499512,NA,NA,NA,NA
74044,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T03:25:16Z,2005-10-01 03,0,66.66000366,-164.20899963,NA,NA,NA,NA
74045,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T03:31:23Z,2005-10-01 03,A,66.63899994,-164.33200073,NA,NA,NA,NA
74046,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T03:36:34Z,2005-10-01 03,1,66.64499664,-164.33799744,NA,NA,NA,NA
74047,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T04:23:04Z,2005-10-01 04,1,66.65200043,-164.41900635,NA,NA,NA,NA
74048,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T04:36:28Z,2005-10-01 04,1,66.65100098,-164.43499756,1500,NA,NA,NA
74049,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T04:38:31Z,2005-10-01 04,1,66.65000153,-164.42799377,NA,NA,NA,NA
74050,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T05:06:03Z,2005-10-01 05,1,66.65299988,-164.45799255,NA,NA,NA,NA
74051,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T05:06:57Z,2005-10-01 05,1,66.65399933,-164.46299744,1500,NA,NA,NA
74052,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T05:08:32Z,2005-10-01 05,A,66.66600037,-164.47000122,NA,NA,NA,NA
74053,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T05:08:58Z,2005-10-01 05,0,66.65399933,-164.46699524,NA,NA,NA,NA
74054,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T06:17:44Z,2005-10-01 06,1,66.65399933,-164.58500671,NA,NA,NA,NA
74055,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T06:48:56Z,2005-10-01 06,A,66.62999725,-164.69200134,NA,NA,NA,NA
74056,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T06:50:54Z,2005-10-01 06,1,66.64700317,-164.64199829,1500,NA,NA,NA
74057,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T07:57:41Z,2005-10-01 07,3,66.65299988,-164.76600647,NA,NA,NA,NA
74058,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T08:28:38Z,2005-10-01 08,1,66.66000366,-164.81700134,NA,NA,NA,NA
74059,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T09:40:41Z,2005-10-01 09,A,66.65799713,-164.94000244,NA,NA,NA,NA
74060,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T11:03:06Z,2005-10-01 11,B,66.65000153,-165.00700378,NA,NA,NA,NA
74061,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T11:03:06Z,2005-10-01 11,B,66.65399933,-165.01400757,NA,NA,NA,NA
74062,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T11:53:05Z,2005-10-01 11,A,66.66600037,-165.07899475,NA,NA,NA,NA
74063,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T11:53:05Z,2005-10-01 11,A,66.66600037,-165.07800293,NA,NA,NA,NA
74064,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T12:18:04Z,2005-10-01 12,B,66.63800049,-165.14399719,NA,NA,NA,NA
74065,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T12:18:04Z,2005-10-01 12,B,66.64199829,-165.14700317,NA,NA,NA,NA
74066,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T13:58:58Z,2005-10-01 13,B,66.62999725,-165.21400452,NA,NA,NA,NA
74067,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T13:58:58Z,2005-10-01 13,B,66.60099792,-165.15800476,NA,NA,NA,NA
74068,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T14:27:20Z,2005-10-01 14,A,66.61599731,-165.22099304,NA,NA,NA,NA
74069,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-01T14:40:22Z,2005-10-01 14,B,66.6269989,-165.2769928,NA,NA,NA,NA
74070,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T00:27:22Z,2005-10-02 00,1,66.67500305,-165.75500488,NA,NA,NA,NA
74071,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T02:08:54Z,2005-10-02 02,0,66.72000122,-165.84100342,NA,NA,NA,NA
74072,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T02:10:06Z,2005-10-02 02,A,66.7440033,-165.81700134,NA,NA,NA,NA
74073,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T04:28:38Z,2005-10-02 04,B,66.72499847,-165.85899353,NA,NA,NA,NA
74074,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T04:43:27Z,2005-10-02 04,2,66.73999786,-165.852005,NA,NA,NA,NA
74075,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T04:49:09Z,2005-10-02 04,2,66.74900055,-165.8789978,NA,NA,NA,NA
74076,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T05:38:07Z,2005-10-02 05,0,66.75900269,-165.88000488,NA,NA,NA,NA
74077,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T06:03:16Z,2005-10-02 06,2,66.76999664,-165.92300415,NA,NA,NA,NA
74078,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T06:26:57Z,2005-10-02 06,B,66.76899719,-165.96099854,NA,NA,NA,NA
74079,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T06:26:57Z,2005-10-02 06,B,66.77300262,-165.92100525,NA,NA,NA,NA
74080,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T06:28:36Z,2005-10-02 06,B,66.76699829,-165.91000366,NA,NA,NA,NA
74081,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T10:53:48Z,2005-10-02 10,A,66.77300262,-166.03300476,NA,NA,NA,NA
74082,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T11:29:13Z,2005-10-02 11,1,66.77700043,-166.08799744,NA,NA,NA,NA
74083,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T13:46:27Z,2005-10-02 13,B,66.79599762,-166.15699768,NA,NA,NA,NA
74084,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T13:46:27Z,2005-10-02 13,B,66.8030014,-166.18800354,NA,NA,NA,NA
74085,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T14:16:24Z,2005-10-02 14,1,66.80500031,-166.26100159,NA,NA,NA,NA
74086,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T14:16:24Z,2005-10-02 14,1,66.79399872,-166.21699524,1500,NA,NA,NA
74087,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T14:18:21Z,2005-10-02 14,A,66.77700043,-166.23300171,NA,NA,NA,NA
74088,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T15:00:51Z,2005-10-02 15,B,66.80599976,-166.26800537,NA,NA,NA,NA
74089,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T15:53:50Z,2005-10-02 15,B,66.85099792,-166.36300659,NA,NA,NA,NA
74090,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T15:53:50Z,2005-10-02 15,B,66.81400299,-166.32899475,NA,NA,NA,NA
74091,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T15:56:11Z,2005-10-02 15,A,66.79399872,-166.36799622,NA,NA,NA,NA
74092,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T17:05:47Z,2005-10-02 17,B,66.80699921,-166.36300659,NA,NA,NA,NA
74093,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T17:05:47Z,2005-10-02 17,B,66.76799774,-166.32699585,NA,NA,NA,NA
74094,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T20:04:27Z,2005-10-02 20,A,66.75700378,-166.29600525,NA,NA,NA,NA
74095,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T20:08:04Z,2005-10-02 20,B,66.76100159,-166.28199768,NA,NA,NA,NA
74096,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T20:26:40Z,2005-10-02 20,A,66.77300262,-166.29899597,NA,NA,NA,NA
74097,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T23:21:25Z,2005-10-02 23,A,66.73300171,-166.23300171,NA,NA,NA,NA
74098,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T23:27:24Z,2005-10-02 23,B,66.73400116,-166.30400085,NA,NA,NA,NA
74099,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T23:27:24Z,2005-10-02 23,B,66.73100281,-166.27799988,NA,NA,NA,NA
74100,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-02T23:48:57Z,2005-10-02 23,1,66.72899628,-166.26699829,NA,NA,NA,NA
74101,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-03T00:12:41Z,2005-10-03 00,B,66.6969986,-166.28999329,NA,NA,NA,NA
74102,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-03T00:16:55Z,2005-10-03 00,1,66.70800018,-166.29200745,NA,NA,NA,NA
