locid,deployid,speno,projectid,species,deploydate,tagtype,age,sex,datadatetime,datahour,quality,latitude,longitude,error_radius,error_semi_major_axis,error_semi_minor_axis,error_ellipse_orientation
82839,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T13:05:48Z,2005-11-18 13,B,65.20300293,-169.67599487,NA,NA,NA,NA
82840,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T14:43:35Z,2005-11-18 14,A,65.19999695,-169.625,NA,NA,NA,NA
82841,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T14:52:54Z,2005-11-18 14,A,65.23699951,-169.76300049,NA,NA,NA,NA
82842,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T14:58:45Z,2005-11-18 14,2,65.20700073,-169.6519928,500,NA,NA,NA
82843,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T16:24:30Z,2005-11-18 16,A,65.20500183,-169.63299561,NA,NA,NA,NA
82844,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T16:25:37Z,2005-11-18 16,B,65.10600281,-169.60899353,NA,NA,NA,NA
82845,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T16:39:20Z,2005-11-18 16,B,65.18399811,-169.625,NA,NA,NA,NA
82846,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T18:01:54Z,2005-11-18 18,A,65.18299866,-169.67300415,NA,NA,NA,NA
82847,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T18:06:23Z,2005-11-18 18,B,65.12799835,-169.60099792,NA,NA,NA,NA
82848,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T18:06:23Z,2005-11-18 18,B,65.18199921,-169.90600586,NA,NA,NA,NA
82849,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T18:06:23Z,2005-11-18 18,B,65.19100189,-170.04800415,NA,NA,NA,NA
82850,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T19:50:52Z,2005-11-18 19,A,65.16899872,-169.57600403,NA,NA,NA,NA
82851,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T19:51:15Z,2005-11-18 19,A,65.15899658,-169.58299255,NA,NA,NA,NA
82852,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-18T21:21:10Z,2005-11-18 21,A,65.16899872,-169.52000427,NA,NA,NA,NA
82853,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T00:43:24Z,2005-11-19 00,A,65.23000336,-169.58500671,NA,NA,NA,NA
82854,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T00:44:39Z,2005-11-19 00,A,65.22100067,-169.59100342,NA,NA,NA,NA
82855,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T00:52:59Z,2005-11-19 00,B,65.24299622,-169.57299805,NA,NA,NA,NA
82856,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T00:52:59Z,2005-11-19 00,B,65.24299622,-169.57400513,NA,NA,NA,NA
82857,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T01:31:32Z,2005-11-19 01,A,65.24500275,-169.57400513,NA,NA,NA,NA
82858,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T02:31:45Z,2005-11-19 02,B,65.23899841,-169.58299255,NA,NA,NA,NA
82859,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T02:31:45Z,2005-11-19 02,B,65.22299957,-169.70300293,NA,NA,NA,NA
82860,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T03:10:12Z,2005-11-19 03,B,65.21700287,-169.55200195,NA,NA,NA,NA
82861,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T04:04:09Z,2005-11-19 04,A,65.15599823,-169.79499817,NA,NA,NA,NA
82862,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T04:07:47Z,2005-11-19 04,A,65.19799805,-169.53599548,NA,NA,NA,NA
82863,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T04:49:53Z,2005-11-19 04,B,65.14700317,-169.53700256,NA,NA,NA,NA
82864,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T04:49:53Z,2005-11-19 04,B,65.15100098,-169.48100281,NA,NA,NA,NA
82865,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T05:43:27Z,2005-11-19 05,3,65.12400055,-169.52600098,250,NA,NA,NA
82866,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T05:48:26Z,2005-11-19 05,1,65.12400055,-169.49200439,1500,NA,NA,NA
82867,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T05:54:57Z,2005-11-19 05,A,65.11799622,-169.46400452,NA,NA,NA,NA
82868,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T06:28:24Z,2005-11-19 06,1,65.09300232,-169.44599915,1500,NA,NA,NA
82869,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T07:25:29Z,2005-11-19 07,0,65.11799622,-169.5269928,NA,NA,NA,NA
82870,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T07:30:14Z,2005-11-19 07,1,65.08699799,-169.51899719,1500,NA,NA,NA
82871,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T08:08:03Z,2005-11-19 08,0,65.06199646,-169.55900574,NA,NA,NA,NA
82872,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T09:10:38Z,2005-11-19 09,3,65.04799652,-169.53799438,250,NA,NA,NA
82873,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T09:10:38Z,2005-11-19 09,3,65.04799652,-169.52900696,NA,NA,NA,NA
82874,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T09:45:36Z,2005-11-19 09,A,65.05699921,-169.4730072,NA,NA,NA,NA
82875,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T11:08:49Z,2005-11-19 11,A,65.01599884,-169.45100403,NA,NA,NA,NA
82876,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T11:29:15Z,2005-11-19 11,A,65.03099823,-169.48300171,NA,NA,NA,NA
82877,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T12:49:34Z,2005-11-19 12,1,64.96399689,-169.42599487,1500,NA,NA,NA
82878,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T12:53:58Z,2005-11-19 12,0,64.96600342,-169.42900085,NA,NA,NA,NA
82879,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2005-11-19T14:30:55Z,2005-11-19 14,1,64.88200378,-169.28799438,1500,NA,NA,NA
83728,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-20T07:44:53Z,2006-01-20 07,A,61.19100189,-170.16000366,NA,NA,NA,NA
83729,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-20T09:24:38Z,2006-01-20 09,B,61.17900085,-170.15899658,NA,NA,NA,NA
83730,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-20T09:24:38Z,2006-01-20 09,B,61.18000031,-170.16099548,NA,NA,NA,NA
83731,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T00:20:55Z,2006-01-21 00,A,61.08100128,-170.20300293,NA,NA,NA,NA
83732,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T00:48:40Z,2006-01-21 00,A,61.07400131,-170.20599365,NA,NA,NA,NA
83733,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T01:38:10Z,2006-01-21 01,B,61.06499863,-170.19900513,NA,NA,NA,NA
83734,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T01:44:10Z,2006-01-21 01,B,61.06200027,-170.21400452,NA,NA,NA,NA
83735,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T01:44:10Z,2006-01-21 01,B,61.05899811,-170.21299744,NA,NA,NA,NA
83736,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T02:01:25Z,2006-01-21 02,A,61.05899811,-170.21000671,NA,NA,NA,NA
83737,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T02:02:10Z,2006-01-21 02,3,61.05899811,-170.21099854,250,NA,NA,NA
83738,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T02:28:25Z,2006-01-21 02,A,61.05400085,-170.21200562,NA,NA,NA,NA
83739,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T03:15:40Z,2006-01-21 03,B,61.01599884,-170.352005,NA,NA,NA,NA
83740,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T04:59:10Z,2006-01-21 04,B,61.02099991,-170.24899292,NA,NA,NA,NA
83741,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T05:40:25Z,2006-01-21 05,A,61.01499939,-170.26499939,NA,NA,NA,NA
83742,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T05:48:40Z,2006-01-21 05,A,61.01900101,-170.26199341,NA,NA,NA,NA
83743,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T07:20:11Z,2006-01-21 07,B,61.00299835,-170.25799561,NA,NA,NA,NA
83744,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T07:22:26Z,2006-01-21 07,A,61.0019989,-170.29400635,NA,NA,NA,NA
83745,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T07:23:11Z,2006-01-21 07,2,61.00099945,-170.29200745,500,NA,NA,NA
83746,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T09:00:41Z,2006-01-21 09,3,60.98799896,-170.30700684,250,NA,NA,NA
83747,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T09:01:26Z,2006-01-21 09,B,60.98600006,-170.30400085,NA,NA,NA,NA
83748,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-21T10:45:41Z,2006-01-21 10,B,60.97200012,-170.29800415,NA,NA,NA,NA
83749,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T00:24:42Z,2006-01-22 00,A,60.84700012,-170.26199341,NA,NA,NA,NA
83750,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T01:14:13Z,2006-01-22 01,B,60.83800125,-170.25,NA,NA,NA,NA
83751,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T01:35:13Z,2006-01-22 01,2,60.83399963,-170.2559967,500,NA,NA,NA
83752,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T01:50:58Z,2006-01-22 01,A,60.83000183,-170.25799561,NA,NA,NA,NA
83753,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T03:34:28Z,2006-01-22 03,B,60.80400085,-170.25700378,NA,NA,NA,NA
83754,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T03:34:28Z,2006-01-22 03,B,60.80699921,-170.24099731,NA,NA,NA,NA
83755,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T03:43:28Z,2006-01-22 03,3,60.80699921,-170.25500488,250,NA,NA,NA
83756,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T03:43:28Z,2006-01-22 03,3,60.80699921,-170.2539978,NA,NA,NA,NA
83757,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T05:23:58Z,2006-01-22 05,A,60.7840004,-170.28500366,NA,NA,NA,NA
83758,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T06:59:58Z,2006-01-22 06,A,60.77199936,-170.28599548,NA,NA,NA,NA
83759,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T07:00:43Z,2006-01-22 07,2,60.77199936,-170.28799438,500,NA,NA,NA
83760,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T08:48:43Z,2006-01-22 08,3,60.75899887,-170.30700684,250,NA,NA,NA
83761,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-22T10:21:43Z,2006-01-22 10,B,60.74900055,-170.31500244,NA,NA,NA,NA
83762,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T00:02:15Z,2006-01-23 00,B,60.62900162,-170.19700623,NA,NA,NA,NA
83763,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T00:02:15Z,2006-01-23 00,B,60.66699982,-170.18600464,NA,NA,NA,NA
83764,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T01:25:30Z,2006-01-23 01,3,60.61999893,-170.22200012,250,NA,NA,NA
83765,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T01:39:00Z,2006-01-23 01,2,60.61600113,-170.2230072,500,NA,NA,NA
83766,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T03:21:00Z,2006-01-23 03,3,60.59899902,-170.21200562,250,NA,NA,NA
83767,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T04:08:15Z,2006-01-23 04,A,60.59000015,-170.22099304,NA,NA,NA,NA
83768,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T04:58:30Z,2006-01-23 04,3,60.58300018,-170.22799683,250,NA,NA,NA
83769,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T06:54:46Z,2006-01-23 06,2,60.57099915,-170.2460022,500,NA,NA,NA
83770,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T08:16:31Z,2006-01-23 08,3,60.56700134,-170.25500488,250,NA,NA,NA
83771,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T08:35:16Z,2006-01-23 08,2,60.56800079,-170.25999451,500,NA,NA,NA
83772,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-23T09:57:01Z,2006-01-23 09,3,60.56800079,-170.2559967,250,NA,NA,NA
83773,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-24T00:05:18Z,2006-01-24 00,B,60.53300095,-170.15299988,NA,NA,NA,NA
83774,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-24T00:05:18Z,2006-01-24 00,B,60.54399872,-170.1289978,NA,NA,NA,NA
83775,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-24T01:14:18Z,2006-01-24 01,A,60.52099991,-170.15299988,NA,NA,NA,NA
83776,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-24T01:14:18Z,2006-01-24 01,A,60.52199936,-170.15299988,NA,NA,NA,NA
83777,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-24T01:26:18Z,2006-01-24 01,2,60.51900101,-170.15800476,500,NA,NA,NA
83778,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-24T02:03:48Z,2006-01-24 02,B,60.51499939,-170.13600159,NA,NA,NA,NA
83779,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-24T02:57:03Z,2006-01-24 02,A,60.51100159,-170.13299561,NA,NA,NA,NA
83780,PL2005_5968_05L0005,PL2005_5968,KotzEB,Spotted seal,2005-10-25T10:00:00Z,SPLASH,PUP,F,2006-01-24T03:09:48Z,2006-01-24 03,2,60.50799942,-170.13900757,500,NA,NA,NA
81131,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T18:34:00Z,2005-11-05 18,B,68.10500336,-169.12600708,NA,NA,NA,NA
81132,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T19:13:48Z,2005-11-05 19,A,68.11299896,-169.04899597,NA,NA,NA,NA
81133,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T19:57:16Z,2005-11-05 19,A,68.13400269,-169.01800537,NA,NA,NA,NA
81134,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T20:15:04Z,2005-11-05 20,B,68.13600159,-169.02200317,NA,NA,NA,NA
81135,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T20:17:35Z,2005-11-05 20,B,68.14499664,-169.15299988,NA,NA,NA,NA
81136,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T20:29:25Z,2005-11-05 20,B,68.14900208,-168.9730072,NA,NA,NA,NA
81137,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T20:29:25Z,2005-11-05 20,B,68.13400269,-168.96899414,NA,NA,NA,NA
81138,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T20:56:17Z,2005-11-05 20,B,68.1190033,-168.93499756,NA,NA,NA,NA
81139,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T21:55:16Z,2005-11-05 21,A,68.17700195,-168.91299438,NA,NA,NA,NA
81140,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T22:15:12Z,2005-11-05 22,B,68.18499756,-168.86700439,NA,NA,NA,NA
81141,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T22:15:12Z,2005-11-05 22,B,68.16699982,-168.88400269,NA,NA,NA,NA
81142,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T23:14:32Z,2005-11-05 23,A,68.16300201,-168.82400513,NA,NA,NA,NA
81143,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T23:50:38Z,2005-11-05 23,B,68.09500122,-168.81599426,NA,NA,NA,NA
81144,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-05T23:57:50Z,2005-11-05 23,1,68.16699982,-168.74200439,1500,NA,NA,NA
81145,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T01:11:21Z,2005-11-06 01,B,68.16400146,-168.67700195,NA,NA,NA,NA
81146,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T01:15:25Z,2005-11-06 01,A,68.16500092,-168.71699524,NA,NA,NA,NA
81147,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T01:31:14Z,2005-11-06 01,B,68.15299988,-168.69299316,NA,NA,NA,NA
81148,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T01:38:39Z,2005-11-06 01,B,68.16699982,-168.69599915,NA,NA,NA,NA
81149,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T02:32:47Z,2005-11-06 02,A,68.16300201,-168.64900208,NA,NA,NA,NA
81150,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T02:57:38Z,2005-11-06 02,A,68.16400146,-168.64300537,NA,NA,NA,NA
81151,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T03:08:14Z,2005-11-06 03,B,68.17199707,-168.62399292,NA,NA,NA,NA
81152,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T03:20:57Z,2005-11-06 03,A,68.1740036,-168.59399414,NA,NA,NA,NA
81153,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T03:36:37Z,2005-11-06 03,A,68.17500305,-168.58000183,NA,NA,NA,NA
81154,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T03:38:10Z,2005-11-06 03,B,68.16799927,-168.58799744,NA,NA,NA,NA
81155,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T04:08:07Z,2005-11-06 04,B,68.06500244,-168.79899597,NA,NA,NA,NA
81156,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T04:33:34Z,2005-11-06 04,B,68.16799927,-168.4940033,NA,NA,NA,NA
81157,PL2005_5967_05L0026,PL2005_5967,KotzEB,Spotted seal,2005-09-26T10:00:00Z,SPLASH,PUP,F,2005-11-06T04:45:51Z,2005-11-06 04,B,68.17299652,-168.44799805,NA,NA,NA,NA
